year,round,college_code,college_name,branch,category,closing_rank,source_file,round_sort_order
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,1G,7573,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,1G,5634,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,1G,6106,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,1G,7822,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,1G,5262,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,1G,5646,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,1G,6712,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,1G,5525,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,1G,5659,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,1G,6940,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,2A,7943,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,2A,8898,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,2A,10865,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,2A,6807,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,2A,8243,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,2A,9569,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,2A,6694,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,2A,8485,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,2A,9162,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,2A,6438,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,2A,8373,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,2A,9631,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,2A,6791,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,2A,7032,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,2A,9374,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,2B,9023,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,2B,10402,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,2B,11026,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,2B,8383,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,2B,9866,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,2B,10672,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,2B,8499,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,2B,9639,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,2B,11382,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,2B,7971,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,2B,9375,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,2B,11182,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,2B,7032,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,2B,8015,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,2B,10664,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,3A,9371,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,3A,10073,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,3A,13305,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,3A,9612,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,3A,10785,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,3A,11412,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,3A,8308,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,3A,9543,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,3A,11485,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,3A,8389,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,3A,9451,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,3A,11091,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,3A,8359,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,3A,8616,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,3A,10614,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,3B,9496,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,3B,12012,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,3B,12341,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,3B,9898,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,3B,10593,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,3B,13164,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,3B,8786,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,3B,10395,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,3B,12739,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,3B,8994,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,3B,10144,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,3B,11426,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,3B,8589,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,3B,9086,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,3B,11448,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,CAT1,7050,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,CAT1,8290,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,CAT1,10175,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,CAT1,7081,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,CAT1,8317,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,CAT1,8554,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,CAT1,6395,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,CAT1,7553,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,CAT1,9248,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,CAT1,5978,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,CAT1,7459,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,CAT1,9039,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,CAT1,5711,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,CAT1,6743,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,CAT1,8666,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,GM,5796,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,GM,6074,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,GM,7398,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,GM,5450,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,GM,5861,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,GM,6770,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,GM,4956,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,GM,5683,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,GM,6406,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,GM,4499,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,GM,5611,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,GM,6504,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,GM,4517,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,GM,5196,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,GM,6593,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,SC,16811,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,SC,18878,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,SC,20485,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,SC,16480,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,SC,17670,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,SC,22419,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,SC,15703,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,SC,17453,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,SC,18927,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,SC,14766,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,SC,17891,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,SC,19204,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,SC,14630,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,SC,15430,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,SC,19566,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electrical & Electronics,ST,20558,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electrical & Electronics,ST,26711,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electrical & Electronics,ST,31586,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electrical & Electronics,ST,21305,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electrical & Electronics,ST,25421,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electrical & Electronics,ST,29303,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electrical & Electronics,ST,20513,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electrical & Electronics,ST,22848,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electrical & Electronics,ST,27101,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electrical & Electronics,ST,20285,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electrical & Electronics,ST,21799,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electrical & Electronics,ST,27509,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electrical & Electronics,ST,17287,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electrical & Electronics,ST,20005,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electrical & Electronics,ST,24281,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,1G,5237,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,1G,6180,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,1G,7020,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,1G,5188,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,1G,6051,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,1G,6529,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electronics & Comm.,1G,4579,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electronics & Comm.,1G,5686,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electronics & Comm.,1G,6752,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electronics & Comm.,1G,4586,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electronics & Comm.,1G,5727,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electronics & Comm.,1G,6783,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electronics & Comm.,1G,4489,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electronics & Comm.,1G,5012,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electronics & Comm.,1G,6206,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,2A,7039,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,2A,7938,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,2A,9513,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,2A,6594,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,2A,7370,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,2A,8325,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electronics & Comm.,2A,6101,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electronics & Comm.,2A,7115,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electronics & Comm.,2A,8116,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electronics & Comm.,2A,6037,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electronics & Comm.,2A,6673,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electronics & Comm.,2A,8446,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electronics & Comm.,2A,6271,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electronics & Comm.,2A,6836,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electronics & Comm.,2A,7462,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,2B,7719,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,2B,8919,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,2B,10573,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,2B,6987,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,2B,8507,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,2B,9577,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electronics & Comm.,2B,7537,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electronics & Comm.,2B,8060,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electronics & Comm.,2B,9145,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electronics & Comm.,2B,7340,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electronics & Comm.,2B,8170,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electronics & Comm.,2B,9077,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electronics & Comm.,2B,6731,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electronics & Comm.,2B,7761,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electronics & Comm.,2B,9518,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,3A,8893,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,3A,9969,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,3A,11155,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,3A,7542,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,3A,8901,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,3A,11362,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electronics & Comm.,3A,7279,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electronics & Comm.,3A,8912,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electronics & Comm.,3A,9993,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electronics & Comm.,3A,7430,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electronics & Comm.,3A,9046,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electronics & Comm.,3A,10257,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electronics & Comm.,3A,7175,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electronics & Comm.,3A,7563,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electronics & Comm.,3A,9427,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,3B,8773,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,3B,9880,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,3B,11489,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,3B,8251,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,3B,9574,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,3B,10666,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electronics & Comm.,3B,8483,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electronics & Comm.,3B,8874,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electronics & Comm.,3B,11365,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electronics & Comm.,3B,7195,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electronics & Comm.,3B,9295,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electronics & Comm.,3B,10865,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electronics & Comm.,3B,7213,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electronics & Comm.,3B,8722,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electronics & Comm.,3B,9570,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,CAT1,6440,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,CAT1,7043,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,CAT1,8513,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,CAT1,6227,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,CAT1,7498,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,CAT1,8880,SAMPLE_DATA_NOT_REAL,99
2023,1,E002,BMS College of Engineering,Electronics & Comm.,CAT1,5490,SAMPLE_DATA_NOT_REAL,0
2023,2,E002,BMS College of Engineering,Electronics & Comm.,CAT1,7147,SAMPLE_DATA_NOT_REAL,1
2023,Final,E002,BMS College of Engineering,Electronics & Comm.,CAT1,7492,SAMPLE_DATA_NOT_REAL,99
2024,1,E002,BMS College of Engineering,Electronics & Comm.,CAT1,5723,SAMPLE_DATA_NOT_REAL,0
2024,2,E002,BMS College of Engineering,Electronics & Comm.,CAT1,6563,SAMPLE_DATA_NOT_REAL,1
2024,Final,E002,BMS College of Engineering,Electronics & Comm.,CAT1,8012,SAMPLE_DATA_NOT_REAL,99
2025,1,E002,BMS College of Engineering,Electronics & Comm.,CAT1,5744,SAMPLE_DATA_NOT_REAL,0
2025,2,E002,BMS College of Engineering,Electronics & Comm.,CAT1,6625,SAMPLE_DATA_NOT_REAL,1
2025,Final,E002,BMS College of Engineering,Electronics & Comm.,CAT1,7287,SAMPLE_DATA_NOT_REAL,99
2021,1,E002,BMS College of Engineering,Electronics & Comm.,GM,5201,SAMPLE_DATA_NOT_REAL,0
2021,2,E002,BMS College of Engineering,Electronics & Comm.,GM,5716,SAMPLE_DATA_NOT_REAL,1
2021,Final,E002,BMS College of Engineering,Electronics & Comm.,GM,6807,SAMPLE_DATA_NOT_REAL,99
2022,1,E002,BMS College of Engineering,Electronics & Comm.,GM,4483,SAMPLE_DATA_NOT_REAL,0
2022,2,E002,BMS College of Engineering,Electronics & Comm.,GM,5064,SAMPLE_DATA_NOT_REAL,1
2022,Final,E002,BMS College of Engineering,Electronics & Comm.,GM,6841,SAMPLE_DATA_NOT_REAL,99
